provider_id,provider_name,specialty,city,state,tax_id,license_no
P031977,"Kaul, Dasgupta and Rout",OBGYN,Tirupati,Meghalaya,502643175,LIC590094
P007619,Sampath-Pall,Dermatology,Pune,Jharkhand,429476201,LIC866258
P037746,"Purohit, Sem and Bajwa",Cardiology,Hindupur,Nagaland,XXXXX,BADLIC
P026125,"Kala, Gade and Kalita",Dermatology,Akola,Kerala,769347352,LIC623739
P015784,"Kar, Keer and Comar",OBGYN,Eluru,Andhra Pradesh,892929041,LIC415053
P019701,Patla-Cheema,Pediatrics,Tumkur,Assam,696291877,LIC238720
P026565,Narain-Sami,General Medicine,Navi Mumbai,Mizoram,185485431,LIC637256
P014745,Sura and Sons,ENT,Salem,Manipur,466189899,LIC577271
P030767,Sachar-Shenoy,OBGYN,Rampur,Maharashtra,482542007,LIC337438
P002160,Palla-Choudhry,Dermatology,Bhilwara,Jharkhand,500309875,LIC388656
P010796,Ranganathan Inc,ENT,Siwan,Himachal Pradesh,523379437,LIC193502
P006988,"Apte, Bajaj and Goswami",OBGYN,Sirsa,Assam,397237525,LIC791594
P012800,"Bail, Rattan and Rama",General Medicine,Shahjahanpur,Tripura,400339007,LIC707212
P017326,"Bhavsar, Saha and Krishna",OBGYN,Gudivada,Maharashtra,XXXXX,BADLIC
P006448,Dani LLC,Dermatology,Amaravati,Punjab,484395249,LIC500150
P026202,Mittal and Sons,ENT,Jhansi,Karnataka,787821374,LIC102675
P010420,Sunder-Modi,Urology,Ghaziabad,Uttarakhand,779220175,LIC865334
P009221,Sachar Inc,Oncology,Thoothukudi,Tamil Nadu,685771867,LIC188032
P012140,Aggarwal and Sons,Urology,Jalna,Andhra Pradesh,110603015,LIC770968
P008135,Mittal PLC,OBGYN,Khora ,Manipur,763971704,LIC555250
P004256,Patla and Sons,Orthopedics,Kishanganj,Assam,245204468,LIC910175
P029044,Golla and Sons,Orthopedics,Bhiwani,Meghalaya,461990650,LIC284614
P004643,"Lal, Subramaniam and Dara",Cardiology,Gangtok,Chhattisgarh,394828877,LIC372036
P037949,Kaul Ltd,Orthopedics,Baranagar,Rajasthan,XXXXX,BADLIC
P009167,Varkey-Upadhyay,General Medicine,Latur,Rajasthan,326849463,LIC625507
P022384,Oza and Sons,General Medicine,Tadipatri,Jharkhand,323388198,LIC536085
P033629,"Dube, Gaba and Krish",Urology,Dibrugarh,Gujarat,669979913,LIC259441
P013294,"Karpe, Anand and Wagle",Orthopedics,Farrukhabad,Bihar,112520302,LIC984030
P012804,Dani Ltd,OBGYN,Jammu,Chhattisgarh,731853646,LIC660807
P029632,Salvi LLC,Urology,Siwan,Odisha,896884524,LIC673494
P032425,"Misra, Bahl and Memon",Cardiology,Tumkur,Madhya Pradesh,342179304,LIC777424
P005668,Bhatnagar-Amble,Orthopedics,Hajipur,Jharkhand,339948609,LIC626358
P012426,"Mitter, Malhotra and Nagar",Orthopedics,Burhanpur,Assam,339401027,LIC296096
P031542,"Chadha, Kannan and Pillai",Orthopedics,Davanagere,Sikkim,658372032,LIC607160
P022257,Koshy-Apte,Pediatrics,Anantapuram,Bihar,908130301,LIC896935
P012158,"Narain, Bhatt and Nazareth",OBGYN,Nanded,Tamil Nadu,285772072,LIC641006
P036364,"Soman, Panchal and Sachdev",Orthopedics,Bhiwandi,Tripura,XXXXX,BADLIC
P017998,"Badal, Prabhu and Raman",Cardiology,Dharmavaram,West Bengal,101154601,LIC189254
P039309,Sinha-Kumer,Urology,Muzaffarnagar,Kerala,XXXXX,BADLIC
P019269,Gera-Taneja,OBGYN,Munger,Odisha,915213074,LIC440148
P022254,"Banik, Patil and Mistry",Oncology,Amroha,Karnataka,637653228,LIC195312
P003288,Issac-Dhingra,Neurology,Thoothukudi,Himachal Pradesh,521243149,LIC879751
P016362,Baral LLC,Dermatology,Belgaum,Mizoram,893958870,LIC772767
P027987,"Choudhury, Prabhu and Mutti",Oncology,Etawah,Bihar,373847189,LIC481210
P022903,Mani-Datta,Cardiology,Danapur,Bihar,754487829,LIC450865
P005387,Kakar-Prabhakar,Pediatrics,Raipur,Odisha,282433076,LIC687658
P017716,"Chahal, Saha and Tiwari",OBGYN,Nandyal,Haryana,XXXXX,BADLIC
P038007,"Singh, Ramesh and Narayan",General Medicine,Nellore,Mizoram,XXXXX,BADLIC
P030119,Kade Inc,Oncology,Narasaraopet,Assam,409406727,LIC193057
P026300,Shenoy PLC,Pediatrics,Narasaraopet,Madhya Pradesh,333871227,LIC580734
P001270,Chakraborty-Borde,Dermatology,Kalyan-Dombivli,Uttar Pradesh,626607666,LIC784890
P003441,Behl PLC,OBGYN,Jorhat,Mizoram,186063957,LIC551171
P026239,Karan LLC,Orthopedics,Karaikudi,Meghalaya,595579660,LIC737414
P001358,Deol and Sons,Neurology,Kota,Karnataka,131056627,LIC329487
P018894,Lad LLC,Cardiology,Kozhikode,Gujarat,106217627,LIC943393
P014079,Lall Ltd,General Medicine,Tadipatri,Telangana,729625951,LIC352428
P024744,"Mistry, Sur and Gokhale",Dermatology,Phusro,Assam,135513725,LIC892079
P036389,Padmanabhan-Vig,Neurology,Mau,West Bengal,XXXXX,BADLIC
P023364,Sharma-Banerjee,ENT,Firozabad,Goa,830294238,LIC440693
P021687,Doshi-Dixit,Orthopedics,Mangalore,Gujarat,579073942,LIC308195
P028703,Memon Inc,Orthopedics,Jaunpur,Punjab,178919561,LIC707345
P006206,Kanda PLC,,Raiganj,Odisha,XXXXX,BADLIC
P019790,Deep Group,OBGYN,Bellary,Jharkhand,592249295,LIC804799
P006056,Biswas-Sengupta,Neurology,Rampur,Meghalaya,352525608,LIC972696
P010992,"Solanki, Chakraborty and Kota",Pediatrics,Kavali,Karnataka,238377207,LIC603187
P039407,Dixit-Patil,Urology,Machilipatnam,Assam,XXXXX,BADLIC
P018943,Tank-Nagarajan,Cardiology,Siwan,Arunachal Pradesh,752499013,LIC189542
P034581,Hari PLC,Orthopedics,Morena,Tamil Nadu,622092658,LIC773271
P029287,Zachariah PLC,Oncology,Aligarh,Odisha,594660309,LIC585634
P012940,Arora-Rao,OBGYN,Naihati,Tripura,587362164,LIC944830
P034797,"Gill, Ramaswamy and Wali",OBGYN,Kulti,Goa,220779927,LIC267625
P028206,Badami-Ahluwalia,Oncology,Purnia,Punjab,231838656,LIC919419
P011171,Sarkar Inc,Dermatology,Panihati,Uttar Pradesh,393902390,LIC681064
P017615,Khosla-Rajagopal,Orthopedics,Pallavaram,Tamil Nadu,128620556,LIC741590
P031195,"Doshi, Chatterjee and Misra",Urology,Darbhanga,Telangana,240144541,LIC990212
P009573,Padmanabhan and Sons,Oncology,Raipur,Andhra Pradesh,849882239,LIC265170
P018798,"Raju, Kuruvilla and Balasubramanian",Dermatology,Salem,Tamil Nadu,564036401,LIC520371
P020081,Loyal-Trivedi,ENT,Tadepalligudem,West Bengal,233944468,LIC215625
P034801,"Bava, Reddy and Chatterjee",ENT,Unnao,Goa,211771800,LIC373933
P013326,"Prakash, Bobal and Sharaf",Orthopedics,Tinsukia,Haryana,335261126,LIC695516
P018363,Bobal PLC,Cardiology,Cuttack,Meghalaya,610270920,LIC890711
P008756,"Saini, Kapoor and Char",Orthopedics,Malda,Odisha,940010679,LIC757284
P004386,Warrior-Murthy,Cardiology,Medininagar,Punjab,520727293,LIC554640
P015657,"Devan, Balay and Mital",OBGYN,Dewas,Manipur,472103256,LIC198317
P025779,"Bal, Soni and Munshi",ENT,Giridih,Odisha,201856121,LIC208407
P024889,Vasa PLC,Cardiology,Ichalkaranji,Madhya Pradesh,940258402,LIC824074
P013330,Bhatia-Nath,ENT,Pudukkottai,Telangana,659076333,LIC568421
P012029,Rattan and Sons,ENT,South Dumdum,Manipur,831125560,LIC994125
P028704,Buch-Edwin,Orthopedics,Kochi,Assam,903524100,LIC540188
P012344,Seshadri and Sons,Urology,Raiganj,Himachal Pradesh,894390273,LIC723323
P005116,Roy Group,Pediatrics,Dhanbad,Madhya Pradesh,525855705,LIC228528
P034502,Nath LLC,Neurology,New Delhi,Chhattisgarh,934440932,LIC383981
P015209,"Venkatesh, Pillay and Bajwa",ENT,Karawal Nagar,Uttarakhand,842107448,LIC885102
P021190,Tara-Chana,ENT,Jalgaon,Karnataka,512178568,LIC605833
P037075,Sridhar-Das,Cardiology,Thiruvananthapuram,Madhya Pradesh,XXXXX,BADLIC
P001827,Agarwal Group,Neurology,Dhule,Nagaland,977510588,LIC914938
P004388,Nagy Ltd,Urology,Orai,Himachal Pradesh,486262583,LIC409609
P038772,"Lad, Minhas and Nadig",Pediatrics,Gudivada,Andhra Pradesh,XXXXX,BADLIC
P010098,Chanda Ltd,General Medicine,Aurangabad,Jharkhand,102769323,LIC800416
P018644,"Kapoor, Agate and Karan",Orthopedics,Pondicherry,Punjab,759450761,LIC610217
P024903,"Wali, Dara and Behl",,Madurai,Telangana,XXXXX,BADLIC
P000432,"Yogi, Dada and Varma",Dermatology,Dehri,Nagaland,988042744,LIC470273
P014911,"Mitter, Nath and Sampath",General Medicine,Ranchi,Bihar,784979662,LIC689543
P014576,Merchant Group,Orthopedics,Chennai,Mizoram,298514126,LIC954318
P006960,Amble-Basak,Pediatrics,Bhilai,Jharkhand,415259103,LIC280972
P010022,Chahal PLC,Neurology,Siliguri,Maharashtra,628376982,LIC366707
P017685,"Wable, Sama and Yadav",General Medicine,Naihati,Madhya Pradesh,986952676,LIC616894
P013243,"Zachariah, Bhasin and Magar",Cardiology,Kurnool,Odisha,543226073,LIC698379
P018387,"Iyengar, Baria and Nazareth",Orthopedics,Avadi,Odisha,656727776,LIC490215
P008066,Rajagopalan-Samra,Pediatrics,Sirsa,Bihar,272660886,LIC140839
P022990,Mangat-Kadakia,Urology,Tezpur,Meghalaya,215828571,LIC124314
P019467,Wadhwa LLC,Oncology,Gwalior,Goa,681346893,LIC870424
P021570,Atwal-Radhakrishnan,Dermatology,Coimbatore,Mizoram,268163585,LIC247707
P032862,"Mittal, Talwar and Desai",General Medicine,Dhule,Odisha,851464429,LIC662922
P013085,"Kota, Sani and Chatterjee",OBGYN,Kulti,Himachal Pradesh,477112217,LIC851081
P039530,"Barad, Basak and Randhawa",Orthopedics,Mau,Gujarat,XXXXX,BADLIC
P038091,Pai-Palan,General Medicine,Baranagar,Haryana,XXXXX,BADLIC
P009454,Sangha-Khurana,General Medicine,Salem,Andhra Pradesh,668744175,LIC183621
P029107,Sarraf-Dixit,Oncology,Fatehpur,Nagaland,114853678,LIC525317
P028252,"Patel, Sanghvi and Gala",OBGYN,Chittoor,Gujarat,846694278,LIC603778
P018568,Pall-Jani,ENT,Kishanganj,Uttarakhand,101576395,LIC410115
P012592,Shenoy-Oak,OBGYN,Chennai,Uttarakhand,702932083,LIC570971
P019936,"Sodhi, Ratta and Anne",Dermatology,Nagaon,Gujarat,430830204,LIC370292
P039827,"Bhatia, De and Krishnamurthy",Oncology,Gandhinagar,Tamil Nadu,XXXXX,BADLIC
P017454,"Bawa, Pau and Misra",Orthopedics,Burhanpur,Tripura,709492652,LIC905543
P002970,Pal and Sons,Neurology,Haldia,Maharashtra,147131381,LIC348809
P012973,Konda Ltd,Orthopedics,Dhanbad,Chhattisgarh,358281434,LIC939617
P036728,Saraf-Ganesh,Orthopedics,Jamnagar,Uttarakhand,XXXXX,BADLIC
P001445,"Sawhney, Swamy and Varty",OBGYN,Sambhal,Kerala,970428678,LIC618678
P002222,Uppal-Tella,OBGYN,Serampore,Madhya Pradesh,860112972,LIC873193
P018149,Ram LLC,OBGYN,Purnia,Maharashtra,555139871,LIC192321
P034884,"Gopal, Magar and Magar",Pediatrics,Berhampore,Odisha,156431058,LIC226737
P000894,"Balasubramanian, Golla and Rattan",Oncology,Ghaziabad,Uttar Pradesh,708053507,LIC572418
P020465,"Sahota, Bhakta and Ben",Pediatrics,Madhyamgram,Rajasthan,536556773,LIC171636
P021552,"Yohannan, Devi and Dixit",Neurology,Panvel,Punjab,993106507,LIC949143
P000978,Tailor Inc,ENT,Mysore,Tripura,857855673,LIC390878
P023502,"Dhaliwal, Anand and Swaminathan",OBGYN,Kishanganj,Assam,567550426,LIC769646
P022138,Sehgal LLC,Pediatrics,Anantapur,West Bengal,534524330,LIC524428
P035005,Prabhu-Bakshi,Oncology,Proddatur,Rajasthan,XXXXX,BADLIC
P005829,Bora Ltd,Neurology,Noida,Mizoram,310855099,LIC427672
P007141,"Mahal, Srinivas and Batta",Neurology,Davanagere,Mizoram,948523093,LIC509787
P025850,Kumar-Parikh,Cardiology,Gurgaon,Goa,381840905,LIC606824
P015512,"Chanda, Malhotra and Kala",Dermatology,Chapra,Karnataka,724154807,LIC868880
P034637,Issac LLC,General Medicine,Tiruppur,Assam,976600799,LIC244800
P034941,"Wali, Gole and Rege",,Giridih,Telangana,XXXXX,BADLIC
P016064,Mohan LLC,Oncology,Srikakulam,Maharashtra,668649301,LIC355018
P019400,Som-Khanna,ENT,Sasaram,Karnataka,301288550,LIC143503
P016905,Nagy Group,Oncology,Nagercoil,Telangana,151720781,LIC452598
P017297,Seth-Sha,Neurology,Bahraich,Odisha,806697576,LIC738735
P033147,"Padmanabhan, Bava and Badami",Orthopedics,Kozhikode,Tripura,485377865,LIC768601
P008456,Nagarajan-Iyengar,Orthopedics,Ambattur,Gujarat,748317823,LIC760880
P028064,"Issac, Morar and Kanda",Neurology,Sirsa,Haryana,293351999,LIC846592
P027729,Cheema-Sastry,Urology,Saharsa,West Bengal,578325457,LIC498679
P037373,Kara Ltd,General Medicine,Bardhaman,Mizoram,XXXXX,BADLIC
P038308,"Sahota, Prabhakar and Chandra",Oncology,Nanded,West Bengal,XXXXX,BADLIC
P019483,Comar-Bhattacharyya,Dermatology,Bhopal,Andhra Pradesh,368722649,LIC817214
P016278,"Suri, Rana and Kade",Dermatology,Secunderabad,Odisha,857228890,LIC693031
P032512,Sekhon Ltd,Cardiology,Nandyal,Tamil Nadu,877814462,LIC469630
P025183,"Keer, Kata and Bandi",ENT,Guntakal,Assam,667446384,LIC302197
P034589,Kalla PLC,OBGYN,Navi Mumbai,Chhattisgarh,598625180,LIC386719
P026121,Ram LLC,Orthopedics,Bongaigaon,Karnataka,336758376,LIC457998
P024812,"Swaminathan, Bains and Mangal",Pediatrics,Munger,Punjab,690567294,LIC367582
P017389,Bassi-Setty,Oncology,Bidar,Goa,580942995,LIC595138
P014448,"Madan, Lad and Bath",OBGYN,Bhind,Punjab,834699303,LIC784589
P027423,Tella-Pathak,Orthopedics,Kota,Assam,841188469,LIC808888
P027860,Badami-Raghavan,ENT,Erode,Rajasthan,611410940,LIC821147
P029417,"Varghese, Bumb and Kari",ENT,Bulandshahr,Uttarakhand,476987549,LIC891572
P030729,Shanker LLC,OBGYN,Bokaro,Tripura,459645084,LIC823695
P023645,"Sunder, Raman and Edwin",OBGYN,Ulhasnagar,Madhya Pradesh,146853561,LIC787771
P022203,Chander Ltd,Neurology,Sonipat,Mizoram,235852123,LIC310718
P000963,Gokhale-Kalita,ENT,Raichur,Mizoram,656683305,LIC153344
P033038,Bath Group,OBGYN,Machilipatnam,Goa,917461644,LIC774567
P030038,Natarajan-Amble,Urology,Phusro,Assam,XXXXX,BADLIC
P001036,Ratta-Bahri,Pediatrics,Davanagere,Nagaland,505315482,LIC785682
P038329,"Randhawa, Ravel and Barad",Urology,Nanded,Haryana,XXXXX,BADLIC
P024469,Chaudry PLC,Oncology,Anand,Himachal Pradesh,394486638,LIC784322
P017626,"Shan, Tandon and Badami",Neurology,Patna,Tripura,XXXXX,BADLIC
P014561,Kaur-Jha,Orthopedics,Alwar,Karnataka,760321635,LIC828158
P023082,Rajagopal Ltd,Urology,Barasat,Rajasthan,110909532,LIC640595
P038426,Char-Chokshi,OBGYN,Ratlam,Haryana,XXXXX,BADLIC
P001575,Parekh-Raghavan,Cardiology,Moradabad,Chhattisgarh,105316229,LIC117877
P003022,Verma Group,Oncology,Bhilwara,Uttarakhand,525948383,LIC595999
P004319,Chakrabarti Ltd,Oncology,Jodhpur,Punjab,793289977,LIC416309
P007594,Patla-Cheema,ENT,Dewas,Uttarakhand,128771016,LIC119195
P035287,Choudhry-Khalsa,Neurology,Mango,Rajasthan,XXXXX,BADLIC
P014581,"Setty, Prasad and Munshi",Cardiology,Jorhat,Maharashtra,946967755,LIC762331
P022547,"Viswanathan, Venkatesh and Bhakta",Cardiology,Jalandhar,Rajasthan,791449399,LIC731982
P034880,Maharaj Ltd,General Medicine,Shimoga,Karnataka,846693397,LIC151383
P026562,"Sarkar, Naik and Grewal",Oncology,Jamalpur,Mizoram,990713427,LIC515703
P027161,"Dhillon, Shere and Chaudhry",Oncology,Maheshtala,West Bengal,146556162,LIC520385
P019223,Sur Inc,Pediatrics,Phusro,Nagaland,544406782,LIC863839
P028414,Butala-Sankar,OBGYN,Amritsar,Mizoram,746518675,LIC611984
P024245,"Pillay, Ganesh and Krishna",Orthopedics,Secunderabad,Manipur,776427612,LIC470491
P029274,Kumer-Arya,Oncology,Dhanbad,Andhra Pradesh,338433234,LIC878330
P037068,Mannan-Narain,Orthopedics,Mysore,Telangana,XXXXX,BADLIC
P028082,"Devi, Murthy and Parsa",ENT,Karawal Nagar,Mizoram,598919128,LIC396758
P015264,"Sengupta, Tata and Tank",Neurology,Tiruvottiyur,Uttarakhand,645621063,LIC197865
P016462,Sharaf PLC,OBGYN,Bhavnagar,Assam,894200783,LIC302810
P002173,"Babu, Goel and Mishra",Oncology,Ambarnath,Uttar Pradesh,475056390,LIC634486
P014919,Sharaf Ltd,Pediatrics,Belgaum,Madhya Pradesh,778043199,LIC739387
P018885,Bhatia Group,OBGYN,Ambala,Haryana,932729140,LIC409502
P023759,Comar Inc,Neurology,Guna,Assam,173716935,LIC857745
P001277,Dey LLC,Urology,Saharsa,Uttarakhand,343394493,LIC793134
P026252,Kamdar-Comar,Neurology,Gurgaon,West Bengal,895608683,LIC696525
P021845,Sekhon Ltd,Cardiology,Kirari Suleman Nagar,Gujarat,375763118,LIC163615
P003198,Sarkar PLC,Urology,Adoni,Sikkim,209244014,LIC167803
P034991,Mander PLC,OBGYN,Sagar,Meghalaya,XXXXX,BADLIC
P003613,Ganguly-Mani,Dermatology,Amroha,Jharkhand,224123441,LIC823598
P018660,Upadhyay-Sood,OBGYN,Karawal Nagar,Meghalaya,827258596,LIC272306
P015535,"Gala, Prabhakar and Bhalla",Dermatology,Tiruchirappalli,Rajasthan,627650100,LIC540883
P032324,Murty-Grewal,General Medicine,New Delhi,Tripura,763106464,LIC708849
P002764,Dave Group,Dermatology,Nagaon,Uttarakhand,906534640,LIC169047
P010880,Kadakia-Sawhney,ENT,Gwalior,Tripura,198705560,LIC402919
P000303,Ahluwalia-Basak,General Medicine,Buxar,Madhya Pradesh,706092731,LIC723203
P029288,Khalsa-Rastogi,Urology,Davanagere,West Bengal,252024028,LIC571241
P034944,"Pillai, Randhawa and Saini",Oncology,Jalgaon,Punjab,108872102,LIC275111
P001727,Ramesh-Guha,Urology,Jalandhar,Chhattisgarh,801907221,LIC779472
P026030,"Ganesan, Dua and Borah",Urology,Chinsurah,Himachal Pradesh,XXXXX,BADLIC
P034938,Madan-Pingle,General Medicine,Ghaziabad,Assam,628969406,LIC146365
P010843,"Johal, Nagar and Kulkarni",Oncology,Kharagpur,Odisha,531384801,LIC539271
P027894,Sachar Inc,Dermatology,Aurangabad,Uttar Pradesh,224444448,LIC800447
P014372,Tandon-Lall,Urology,Gorakhpur,Uttarakhand,707525011,LIC175636
P027007,Rama and Sons,OBGYN,Sri Ganganagar,Madhya Pradesh,877833776,LIC191154
P008844,Badami Group,Urology,Meerut,Karnataka,709773221,LIC584501
P001558,Sekhon Inc,OBGYN,Muzaffarnagar,Kerala,230308032,LIC385124
P002466,Kohli-Sahota,Cardiology,Dhanbad,Punjab,884081299,LIC531195
P000815,Loke-Chand,ENT,Gurgaon,Assam,510174732,LIC708064
P026784,Das and Sons,Urology,Saharsa,Tamil Nadu,530989183,LIC807964
P007301,"Sehgal, Tara and Amble",OBGYN,Berhampur,Goa,161297550,LIC237207
P034738,Dash-Arora,Neurology,Raebareli,Punjab,361062717,LIC211981
P024302,"Chandra, Virk and Saxena",OBGYN,Raipur,Rajasthan,168562359,LIC687920
P036485,"Som, Rao and Gola",,Karimnagar,Tamil Nadu,XXXXX,BADLIC
P020557,Chandran-Muni,Neurology,Howrah,Gujarat,912070333,LIC499351
P026139,Agrawal-Dasgupta,ENT,Raichur,Haryana,622439044,LIC300706
P022694,Iyer-Rai,General Medicine,Shivpuri,Madhya Pradesh,504611006,LIC543898
P034270,Dua PLC,OBGYN,Howrah,Odisha,225435557,LIC453694
P003933,Magar-Keer,Urology,Nanded,Madhya Pradesh,617674721,LIC785958
P020001,Pradhan-Purohit,Pediatrics,Madhyamgram,Madhya Pradesh,520614339,LIC899662
P013268,Brar-Dhillon,OBGYN,Firozabad,Uttarakhand,493155660,LIC251331
P034779,"Sehgal, Tara and Amble",Dermatology,Korba,Uttarakhand,259518281,LIC252685
P026972,Prashad PLC,Orthopedics,Chennai,Telangana,205751716,LIC526158
P001170,"Randhawa, Gupta and Naik",General Medicine,Gopalpur,Punjab,786080367,LIC187231
P033511,"Babu, Goel and Mishra",Pediatrics,Motihari,West Bengal,919310726,LIC378451
P017749,Kannan-Sachdev,General Medicine,Deoghar,Mizoram,408800180,LIC520647
P024627,Doshi-Bakshi,Neurology,Narasaraopet,Punjab,738127410,LIC213950
P025889,Mani-Jani,Oncology,Bhilwara,Nagaland,406998972,LIC643640
P019611,"Lal, Chhabra and Ganesan",Dermatology,Haridwar,Meghalaya,303980921,LIC840993
P033690,Balay-Sood,Oncology,Raichur,Gujarat,323190566,LIC847030
P019987,Bhatt Group,OBGYN,Srinagar,Rajasthan,305372129,LIC340423
P024509,Raman-Sundaram,ENT,Kumbakonam,Manipur,471997443,LIC171376
P003922,Goel-Narang,Pediatrics,Baranagar,Punjab,164275743,LIC938907
P037990,Bobal-Nadig,Neurology,Solapur,Tamil Nadu,XXXXX,BADLIC
P012990,Barman LLC,Neurology,Kulti,Nagaland,118989571,LIC536442
P003527,"Som, Lall and Mane",Neurology,Kolhapur,Goa,318170457,LIC501606
P031208,Rau-Dewan,OBGYN,Pallavaram,Telangana,784636601,LIC699042
P009958,Khanna and Sons,Pediatrics,Gwalior,Jharkhand,213159800,LIC799269
P023931,Thakkar Inc,Orthopedics,Sultan Pur Majra,Chhattisgarh,402115770,LIC465914
P006792,"Kala, Bansal and Shere",Dermatology,Thrissur,Uttar Pradesh,175154770,LIC785173
P028533,"More, Bhasin and Nadig",Dermatology,Noida,Bihar,813901478,LIC412780
P026592,Nadig and Sons,General Medicine,Bhilwara,Kerala,442197083,LIC505349
P007049,Upadhyay-Malhotra,Oncology,Sirsa,Himachal Pradesh,822794529,LIC534008
P024066,"Singhal, Bandi and Tandon",General Medicine,Anantapur,Maharashtra,466228493,LIC392184
P037498,Mody-Mutti,Dermatology,Howrah,Tripura,XXXXX,BADLIC
P020567,Varghese Group,Urology,Jhansi,Goa,343123083,LIC187056
P025881,Wadhwa LLC,Orthopedics,Madurai,Bihar,368708734,LIC779239
P033910,Chaudhuri-Gandhi,OBGYN,Mumbai,Jharkhand,671378491,LIC619849
P019636,Sundaram-Dixit,Neurology,Rajpur Sonarpur,Uttar Pradesh,194201406,LIC575468
P026274,"Chandran, Pillai and Bobal",Dermatology,Mango,Arunachal Pradesh,569751230,LIC661748
P012102,"Balan, Toor and Choudhary",Urology,Chandigarh,Haryana,936508001,LIC804836
P021545,Ganesan Group,Pediatrics,Mahbubnagar,Arunachal Pradesh,425529716,LIC470359
P031433,"Nagarajan, Saraf and Thakur",Dermatology,Sagar,Haryana,283143755,LIC313665
P037693,"Kashyap, Dube and Sangha",Dermatology,Panvel,Uttarakhand,XXXXX,BADLIC
P001515,"Ramanathan, Keer and Dayal",Pediatrics,Tezpur,Kerala,451836957,LIC783023
P006754,"Atwal, Ahluwalia and Kaur",Pediatrics,Kharagpur,Mizoram,612747822,LIC670031
P000334,Sarkar-Choudhary,Urology,Bangalore,Telangana,361892318,LIC364657
P013444,Venkatesh-Patla,Oncology,Allahabad,Manipur,944325667,LIC816349
P036861,Dugar-Jayaraman,Pediatrics,Saharsa,West Bengal,XXXXX,BADLIC
P006541,Ramanathan-Chaudhari,Cardiology,Hosur,Bihar,847583610,LIC171283
P022691,Magar-Keer,OBGYN,Pali,Uttarakhand,630624413,LIC407957
P028545,"Chaudry, Setty and Dash",OBGYN,Gurgaon,Uttarakhand,936132464,LIC384657
P014292,"Subramanian, Anand and Chandran",Orthopedics,Purnia,Sikkim,310577572,LIC605115
P030368,Mitter and Sons,Oncology,Nadiad,Telangana,455057367,LIC246219
P016265,Arya Group,Oncology,Thoothukudi,Haryana,342006044,LIC642778
P021324,"Murthy, Sarna and Chaudry",Neurology,Sikar,Nagaland,795726291,LIC957997
P007404,Ratta-Purohit,Orthopedics,Guntakal,Haryana,190725632,LIC350283
P017232,Saraf and Sons,Pediatrics,Ghaziabad,Jharkhand,672811591,LIC631007
P031736,"Dugal, Chada and Gandhi",OBGYN,Tadepalligudem,Andhra Pradesh,566804694,LIC881903
P013698,"Saran, Nazareth and Barad",Neurology,Satara,Meghalaya,619891240,LIC363783
P025526,Shroff-Sani,Pediatrics,Surat,Gujarat,314528986,LIC337715
P012547,"Suri, Rana and Kade",Orthopedics,Anantapur,West Bengal,440188842,LIC608963
P032415,Dugal-Dixit,Dermatology,Raipur,Manipur,522147110,LIC537123
P039651,"Solanki, Khatri and Mahal",Dermatology,Rewa,Gujarat,XXXXX,BADLIC
P015838,Anand-Vohra,Dermatology,Howrah,Meghalaya,736586338,LIC626717
P027995,Thaker Ltd,Pediatrics,Noida,Arunachal Pradesh,814208421,LIC273088
P039510,Swamy Group,Oncology,Vadodara,Madhya Pradesh,XXXXX,BADLIC
P018374,Keer-Yadav,Cardiology,Hubli–Dharwad,Arunachal Pradesh,310458088,LIC578678
P005526,Karan-Rege,General Medicine,Motihari,Himachal Pradesh,760793300,LIC412108
P013073,"Bahl, Kurian and Sidhu",General Medicine,Sagar,Assam,434842438,LIC795961
P022430,Bhavsar-Nadkarni,Neurology,Aligarh,Manipur,799922502,LIC634571
P032934,Iyer Inc,General Medicine,Gudivada,Uttarakhand,547913213,LIC984786
P011484,Sen-Sarkar,OBGYN,North Dumdum,Haryana,685688825,LIC608148
P001663,"Chaudhary, Bhasin and Batra",Oncology,Karaikudi,Assam,896656908,LIC276314
P039920,Sankaran-Pathak,Pediatrics,Amravati,Uttarakhand,XXXXX,BADLIC
P015903,"Bhatia, Shan and Goyal",OBGYN,Motihari,West Bengal,246540841,LIC471513
P003099,Wali LLC,Pediatrics,Tezpur,Telangana,211925496,LIC198724
P008118,"Comar, Gandhi and Patil",Cardiology,Thoothukudi,Punjab,892903139,LIC351972
P036134,"Kuruvilla, Rege and Shenoy",Orthopedics,Jalandhar,Manipur,XXXXX,BADLIC
P031134,Rai-Bhavsar,OBGYN,Maheshtala,Punjab,728694532,LIC935050
P025773,"Pillay, Ganesh and Krishna",Dermatology,Baranagar,Maharashtra,803609883,LIC959351
P025990,Nayar PLC,General Medicine,Mirzapur,Himachal Pradesh,766029855,LIC670858
P010268,"Sachdeva, Bora and Murty",Urology,Bulandshahr,Goa,272298134,LIC564176
P029531,Bakshi-Sidhu,Pediatrics,Firozabad,Punjab,928481492,LIC108686
P012783,"Bhakta, Rao and Sastry",Cardiology,Hapur,Uttarakhand,857572237,LIC529478
P030005,Jain-Wali,Pediatrics,Jalandhar,Madhya Pradesh,849888851,LIC215251
P039185,"Sagar, Sant and Dash",Oncology,Tumkur,Bihar,XXXXX,BADLIC
P002666,"Desai, Goswami and Viswanathan",General Medicine,Junagadh,Telangana,304095821,LIC818078
